timestamp,caseid
2012-02-22 21:13:12,Case535
2012-02-22 20:36:51,Case536
2012-02-22 22:14:14,Case537
2012-02-22 22:27:48,Case538
2012-02-22 22:33:12,Case539
2012-02-22 23:29:31,Case540
2012-02-22 23:11:12,Case541
2012-02-23 02:09:49,Case542
2012-02-23 02:30:38,Case543
2012-02-23 02:43:33,Case544
2012-02-23 05:15:13,Case545
2012-02-23 04:38:39,Case546
2012-02-23 06:17:10,Case547
2012-02-23 06:23:29,Case548
2012-02-23 05:57:16,Case549
2012-02-23 08:45:02,Case550
2012-02-23 09:32:59,Case551
2012-02-23 09:26:47,Case552
2012-02-23 09:43:43,Case553
2012-02-23 10:32:20,Case554
2012-02-23 10:26:19,Case555
2012-02-23 09:54:03,Case556
2012-02-23 09:47:08,Case557
2012-02-23 09:56:16,Case558
2012-02-23 10:40:58,Case559
2012-02-23 11:25:34,Case560
2012-02-23 10:40:07,Case561
2012-02-23 11:04:32,Case562
2012-02-23 12:09:07,Case563
2012-02-23 12:22:28,Case564
2012-02-23 12:32:17,Case565
2012-02-23 13:29:05,Case566
2012-02-23 12:55:13,Case567
2012-02-23 13:34:36,Case568
2012-02-23 14:17:29,Case569
2012-02-23 13:50:05,Case570
2012-02-23 13:37:18,Case571
2012-02-23 15:26:19,Case572
2012-02-23 14:59:51,Case573
2012-02-23 15:45:39,Case574
2012-02-23 15:56:03,Case575
2012-02-23 15:38:14,Case576
2012-02-23 17:22:39,Case577
2012-02-23 16:50:49,Case578
2012-02-23 17:42:33,Case579
2012-02-23 18:01:32,Case580
2012-02-23 17:51:42,Case581
2012-02-23 17:56:21,Case582
2012-02-23 17:55:35,Case583
2012-02-23 18:32:06,Case584
2012-02-23 18:27:39,Case585
2012-02-23 18:41:24,Case586
2012-02-23 19:36:05,Case587
2012-02-23 19:40:39,Case588
2012-02-23 21:07:52,Case589
2012-02-23 20:54:27,Case590
2012-02-23 21:04:08,Case591
2012-02-23 21:20:12,Case592
2012-02-23 21:49:06,Case593
2012-02-23 22:32:51,Case594
2012-02-23 22:07:12,Case595
2012-02-23 22:07:43,Case596
2012-02-23 21:48:49,Case597
2012-02-23 22:40:50,Case598
2012-02-24 00:41:45,Case599
2012-02-24 02:07:41,Case600
2012-02-24 03:51:26,Case601
2012-02-24 04:42:09,Case602
2012-02-24 05:19:15,Case603
2012-02-24 08:08:36,Case604
2012-02-24 08:33:24,Case605
2012-02-24 09:21:33,Case606
2012-02-24 08:55:16,Case607
2012-02-24 10:13:53,Case608
2012-02-24 10:11:27,Case609
2012-02-24 10:19:45,Case610
2012-02-24 09:47:30,Case611
2012-02-24 10:27:55,Case612
2012-02-24 11:08:23,Case613
2012-02-24 10:49:04,Case614
2012-02-24 10:54:40,Case615
2012-02-24 11:28:18,Case616
2012-02-24 11:08:38,Case617
2012-02-24 10:35:56,Case618
2012-02-24 10:57:13,Case619
2012-02-24 11:08:02,Case620
2012-02-24 12:24:29,Case621
2012-02-24 11:54:59,Case622
2012-02-24 12:00:40,Case623
2012-02-24 12:21:11,Case624
2012-02-24 12:02:10,Case625
2012-02-24 12:43:15,Case626
2012-02-24 12:40:11,Case627
2012-02-24 13:02:43,Case628
2012-02-24 12:42:23,Case629
2012-02-24 14:28:22,Case630
2012-02-24 14:29:29,Case631
2012-02-24 14:00:44,Case632
2012-02-24 14:07:44,Case633
2012-02-24 15:20:00,Case634
2012-02-24 14:53:36,Case635
2012-02-24 15:30:21,Case636
2012-02-24 14:55:40,Case637
2012-02-24 15:08:51,Case638
2012-02-24 15:22:09,Case639
2012-02-24 15:37:37,Case640
2012-02-24 15:36:08,Case641
2012-02-24 16:07:53,Case642
2012-02-24 15:38:18,Case643
2012-02-24 16:07:12,Case644
2012-02-24 16:03:02,Case645
2012-02-24 16:57:27,Case646
2012-02-24 16:53:09,Case647
2012-02-24 16:43:14,Case648
2012-02-24 17:23:29,Case649
2012-02-24 17:47:26,Case650
2012-02-24 17:37:21,Case651
2012-02-24 17:41:01,Case652
2012-02-24 17:45:37,Case653
2012-02-24 18:41:04,Case654
2012-02-24 18:35:31,Case655
2012-02-24 19:23:13,Case656
2012-02-24 20:18:12,Case657
2012-02-24 21:07:03,Case658
2012-02-24 20:45:42,Case659
2012-02-24 21:14:40,Case660
2012-02-24 22:00:20,Case661
2012-02-24 22:19:15,Case662
2012-02-24 22:14:52,Case663
2012-02-24 21:57:08,Case664
2012-02-24 22:11:50,Case665
2012-02-24 22:50:15,Case666
2012-02-25 02:29:27,Case667
2012-02-25 02:33:59,Case668
2012-02-25 03:18:35,Case669
2012-02-25 04:53:01,Case670
2012-02-25 09:04:42,Case671
2012-02-25 10:22:50,Case672
2012-02-25 09:53:12,Case673
2012-02-25 10:17:02,Case674
2012-02-25 10:34:08,Case675
2012-02-25 10:46:03,Case676
2012-02-25 11:24:49,Case677
2012-02-25 10:35:15,Case678
2012-02-25 11:13:25,Case679
2012-02-25 11:21:43,Case680
2012-02-25 11:10:41,Case681
2012-02-25 11:43:36,Case682
2012-02-25 12:08:58,Case683
2012-02-25 11:41:47,Case684
2012-02-25 12:08:15,Case685
2012-02-25 12:15:48,Case686
2012-02-25 11:38:55,Case687
2012-02-25 12:02:48,Case688
2012-02-25 11:56:23,Case689
2012-02-25 13:13:01,Case690
2012-02-25 12:47:55,Case691
2012-02-25 13:01:03,Case692
2012-02-25 13:12:31,Case693
2012-02-25 12:47:10,Case694
2012-02-25 13:28:26,Case695
2012-02-25 13:55:23,Case696
2012-02-25 13:50:51,Case697
2012-02-25 14:09:07,Case698
2012-02-25 14:37:27,Case699
2012-02-25 15:31:51,Case700
2012-02-25 14:47:24,Case701
2012-02-25 14:41:37,Case702
2012-02-25 15:32:13,Case703
2012-02-25 16:14:51,Case704
2012-02-25 15:49:44,Case705
2012-02-25 15:54:43,Case706
2012-02-25 17:20:08,Case707
2012-02-25 16:55:35,Case708
2012-02-25 16:58:09,Case709
2012-02-25 17:29:14,Case710
2012-02-25 17:41:13,Case711
2012-02-25 18:09:03,Case712
2012-02-25 18:11:05,Case713
2012-02-25 18:49:55,Case714
2012-02-25 19:28:32,Case715
2012-02-26 08:59:51,Case716
2012-02-26 10:28:43,Case717
2012-02-26 09:59:44,Case718
2012-02-26 10:04:24,Case719
2012-02-26 10:13:22,Case720
2012-02-26 09:36:27,Case721
2012-02-26 10:36:29,Case722
2012-02-26 10:47:42,Case723
2012-02-26 11:35:53,Case724
2012-02-26 13:12:02,Case725
2012-02-26 12:40:23,Case726
2012-02-26 14:11:42,Case727
2012-02-26 15:28:45,Case728
2012-02-26 16:13:52,Case729
2012-02-26 15:59:54,Case730
2012-02-26 15:58:27,Case731
2012-02-26 17:03:18,Case732
2012-02-26 17:34:07,Case733
2012-02-26 16:35:18,Case734
2012-02-26 16:39:14,Case735
2012-02-26 17:53:54,Case736
2012-02-26 18:21:03,Case737
2012-02-26 20:06:30,Case738
2012-02-26 22:25:44,Case739
2012-02-26 21:39:38,Case740
2012-02-26 21:57:41,Case741
2012-02-27 03:55:21,Case742
2012-02-27 03:52:28,Case743
2012-02-27 04:13:59,Case744
2012-02-27 06:15:19,Case745
2012-02-27 05:46:18,Case746
2012-02-27 10:13:26,Case747
2012-02-27 10:11:04,Case748
2012-02-27 09:55:45,Case749
2012-02-27 09:36:46,Case750
2012-02-27 11:12:06,Case751
2012-02-27 10:44:46,Case752
2012-02-27 11:12:20,Case753
2012-02-27 11:08:37,Case754
2012-02-27 10:35:13,Case755
2012-02-27 11:00:08,Case756
2012-02-27 12:24:09,Case757
2012-02-27 11:38:28,Case758
2012-02-27 12:26:17,Case759
2012-02-27 12:17:19,Case760
2012-02-27 12:08:12,Case761
2012-02-27 11:38:25,Case762
2012-02-27 12:09:33,Case763
2012-02-27 13:06:11,Case764
2012-02-27 12:54:40,Case765
2012-02-27 12:42:17,Case766
2012-02-27 13:14:14,Case767
2012-02-27 12:58:50,Case768
2012-02-27 14:18:57,Case769
2012-02-27 14:26:53,Case770
2012-02-27 13:50:40,Case771
2012-02-27 15:07:44,Case772
2012-02-27 14:56:30,Case773
2012-02-27 15:01:27,Case774
2012-02-27 14:48:02,Case775
2012-02-27 15:31:13,Case776
2012-02-27 15:20:06,Case777
2012-02-27 15:09:39,Case778
2012-02-27 15:54:19,Case779
2012-02-27 16:16:20,Case780
2012-02-27 15:36:11,Case781
2012-02-27 16:13:17,Case782
2012-02-27 17:19:25,Case783
2012-02-27 17:02:02,Case784
2012-02-27 17:06:29,Case785
2012-02-27 17:25:26,Case786
2012-02-27 17:12:34,Case787
2012-02-27 17:09:08,Case788
2012-02-27 18:29:09,Case789
2012-02-27 17:39:00,Case790
2012-02-27 19:23:44,Case791
2012-02-27 18:58:33,Case792
2012-02-27 19:20:27,Case793
2012-02-27 19:18:24,Case794
2012-02-27 19:15:22,Case795
2012-02-27 19:24:22,Case796
2012-02-27 19:03:04,Case797
2012-02-27 19:51:05,Case798
2012-02-27 20:23:28,Case799
2012-02-27 21:29:28,Case800
2012-02-27 20:45:42,Case801
2012-02-27 20:51:42,Case802
2012-02-27 21:29:38,Case803
2012-02-27 22:22:45,Case804
2012-02-27 22:28:26,Case805
2012-02-27 22:03:57,Case806
2012-02-27 22:52:20,Case807
2012-02-27 23:59:51,Case808
2012-02-28 00:34:16,Case809
2012-02-27 23:53:31,Case810
2012-02-28 00:42:04,Case811
2012-02-28 02:24:28,Case812
2012-02-28 02:17:37,Case813
2012-02-28 01:44:10,Case814
2012-02-28 02:14:41,Case815
2012-02-28 02:54:46,Case816
2012-02-28 02:38:48,Case817
2012-02-28 02:48:34,Case818
2012-02-28 03:46:29,Case819
2012-02-28 04:16:30,Case820
2012-02-28 04:18:28,Case821
2012-02-28 03:43:55,Case822
