caseid,task,user,time:timestamp,start:timestamp,role,ac_index,rl_index
209138,W_Nabellen offertes,10609.0,2012-02-20 11:26:15.331,2012-02-20 11:26:02.318,Role 2,5.0,2.0
209138,W_Valideren aanvraag,10935.0,2012-02-20 11:31:42.330,2012-02-20 11:31:06.668,Role 4,6.0,4.0
209138,W_Valideren aanvraag,10629.0,2012-02-20 17:17:41.043,2012-02-20 16:55:39.927,Role 2,6.0,2.0
209138,W_Valideren aanvraag,10629.0,2012-02-20 17:36:46.646,2012-02-20 17:17:47.347,Role 2,6.0,2.0
209138,W_Nabellen incomplete dossiers,10935.0,2012-02-20 20:33:39.366,2012-02-20 20:32:27.193,Role 4,4.0,4.0
209138,W_Nabellen incomplete dossiers,10913.0,2012-02-21 19:57:25.043,2012-02-21 19:51:00.655,Role 1,4.0,1.0
209179,W_Completeren aanvraag,11203.0,2012-02-14 16:36:36.006,2012-02-14 16:18:00.437,Role 1,3.0,1.0
209179,W_Nabellen offertes,11309.0,2012-02-21 20:16:33.930,2012-02-21 20:13:19.572,Role 1,5.0,1.0
209179,W_Nabellen offertes,10913.0,2012-02-22 10:43:00.975,2012-02-22 10:40:50.197,Role 1,5.0,1.0
209179,W_Nabellen offertes,11049.0,2012-02-23 10:53:58.215,2012-02-23 10:52:55.365,Role 1,5.0,1.0
209179,W_Valideren aanvraag,10972.0,2012-02-24 14:31:05.986,2012-02-24 14:07:30.623,Role 2,6.0,2.0
209179,W_Nabellen incomplete dossiers,10931.0,2012-02-24 16:00:59.967,2012-02-24 15:59:03.603,Role 1,4.0,1.0
209179,W_Nabellen incomplete dossiers,10931.0,2012-02-24 16:09:46.923,2012-02-24 16:02:24.207,Role 1,4.0,1.0
209194,W_Completeren aanvraag,11009.0,2012-02-14 17:18:24.963,2012-02-14 17:14:45.284,Role 1,3.0,1.0
209194,W_Completeren aanvraag,11119.0,2012-02-15 18:16:55.383,2012-02-15 18:15:53.700,Role 1,3.0,1.0
209194,W_Completeren aanvraag,11009.0,2012-02-16 11:20:16.960,2012-02-16 11:05:18.219,Role 1,3.0,1.0
209194,W_Completeren aanvraag,11009.0,2012-02-16 11:20:44.693,2012-02-16 11:20:25.127,Role 1,3.0,1.0
209194,W_Completeren aanvraag,11019.0,2012-02-16 11:22:53.144,2012-02-16 11:22:46.180,Role 1,3.0,1.0
209194,W_Completeren aanvraag,11003.0,2012-02-16 19:59:22.523,2012-02-16 19:51:35.395,Role 1,3.0,1.0
209215,W_Afhandelen leads,10881.0,2012-02-14 13:27:01.912,2012-02-14 13:25:54.499,Role 1,1.0,1.0
209227,W_Completeren aanvraag,11203.0,2012-02-14 17:37:04.569,2012-02-14 17:22:29.068,Role 1,3.0,1.0
209227,W_Nabellen offertes,11309.0,2012-02-21 20:29:07.904,2012-02-21 20:24:25.361,Role 1,5.0,1.0
209227,W_Nabellen offertes,10861.0,2012-02-29 15:28:53.706,2012-02-29 15:26:21.555,Role 1,5.0,1.0
209227,W_Nabellen offertes,11300.0,2012-03-02 14:16:05.026,2012-03-02 14:08:39.320,Role 1,5.0,1.0
209227,W_Nabellen offertes,11119.0,2012-03-10 16:17:33.959,2012-03-10 16:16:10.917,Role 1,5.0,1.0
209227,W_Nabellen offertes,10935.0,2012-03-12 11:24:53.959,2012-03-12 11:23:30.193,Role 4,5.0,4.0
209233,W_Afhandelen leads,10881.0,2012-02-14 13:26:45.624,2012-02-14 13:26:14.538,Role 1,1.0,1.0
209242,W_Completeren aanvraag,11203.0,2012-02-14 17:22:00.252,2012-02-14 17:13:47.085,Role 1,3.0,1.0
209242,W_Completeren aanvraag,11201.0,2012-02-14 20:15:46.952,2012-02-14 20:07:04.366,Role 1,3.0,1.0
209251,W_Afhandelen leads,10881.0,2012-02-14 13:27:30.381,2012-02-14 13:27:06.462,Role 1,1.0,1.0
209251,W_Completeren aanvraag,11180.0,2012-02-14 19:34:24.144,2012-02-14 19:22:35.472,Role 1,3.0,1.0
209251,W_Nabellen offertes,11180.0,2012-02-14 19:36:03.383,2012-02-14 19:34:39.651,Role 1,5.0,1.0
209251,W_Nabellen offertes,11309.0,2012-02-21 21:32:25.991,2012-02-21 21:20:02.174,Role 1,5.0,1.0
209251,W_Nabellen offertes,11203.0,2012-02-23 13:34:48.203,2012-02-23 13:32:36.408,Role 1,5.0,1.0
209251,W_Nabellen offertes,11302.0,2012-02-24 14:28:55.227,2012-02-24 14:28:10.268,Role 1,5.0,1.0
209251,W_Nabellen offertes,11302.0,2012-02-29 20:32:11.727,2012-02-29 20:28:01.165,Role 1,5.0,1.0
209251,W_Nabellen offertes,10863.0,2012-02-29 20:41:54.923,2012-02-29 20:41:45.016,Role 1,5.0,1.0
209251,W_Nabellen offertes,10933.0,2012-03-01 19:15:24.033,2012-03-01 19:07:16.541,Role 1,5.0,1.0
209251,W_Nabellen offertes,10913.0,2012-03-02 19:53:16.172,2012-03-02 19:47:25.038,Role 1,5.0,1.0
209251,W_Nabellen offertes,11319.0,2012-03-05 16:25:41.088,2012-03-05 16:22:24.400,Role 1,5.0,1.0
209251,W_Nabellen offertes,10909.0,2012-03-10 17:54:20.379,2012-03-10 17:52:22.500,Role 1,5.0,1.0
209254,W_Afhandelen leads,10881.0,2012-02-14 13:29:17.034,2012-02-14 13:27:32.749,Role 1,1.0,1.0
209257,W_Completeren aanvraag,10913.0,2012-02-14 17:53:55.066,2012-02-14 17:33:33.931,Role 1,3.0,1.0
209257,W_Nabellen offertes,10913.0,2012-02-14 17:55:01.261,2012-02-14 17:54:10.558,Role 1,5.0,1.0
209257,W_Nabellen offertes,10913.0,2012-02-14 17:58:37.017,2012-02-14 17:55:13.824,Role 1,5.0,1.0
209257,W_Nabellen offertes,11259.0,2012-02-21 12:32:25.095,2012-02-21 12:32:10.061,Role 1,5.0,1.0
209257,W_Valideren aanvraag,10138.0,2012-02-22 10:09:31.288,2012-02-22 09:37:33.655,Role 2,6.0,2.0
209257,W_Nabellen incomplete dossiers,10861.0,2012-02-22 12:41:06.657,2012-02-22 12:29:42.431,Role 1,4.0,1.0
209257,W_Nabellen incomplete dossiers,11259.0,2012-02-23 13:54:17.815,2012-02-23 13:53:08.108,Role 1,4.0,1.0
209257,W_Valideren aanvraag,10138.0,2012-02-23 15:37:11.317,2012-02-23 15:12:41.286,Role 2,6.0,2.0
209257,W_Valideren aanvraag,10138.0,2012-02-24 10:04:18.966,2012-02-24 09:57:59.259,Role 2,6.0,2.0
209257,W_Nabellen incomplete dossiers,10138.0,2012-02-24 10:05:42.000,2012-02-24 10:04:48.442,Role 2,4.0,2.0
209266,W_Completeren aanvraag,10228.0,2012-02-14 17:53:30.846,2012-02-14 17:17:26.324,Role 1,3.0,1.0
209266,W_Completeren aanvraag,11180.0,2012-02-14 20:00:13.856,2012-02-14 19:56:27.526,Role 1,3.0,1.0
209269,W_Completeren aanvraag,11201.0,2012-02-14 18:55:11.228,2012-02-14 18:42:36.058,Role 1,3.0,1.0
209269,W_Completeren aanvraag,11201.0,2012-02-14 18:56:38.604,2012-02-14 18:55:40.210,Role 1,3.0,1.0
209269,W_Nabellen offertes,11201.0,2012-02-14 19:04:38.278,2012-02-14 18:57:00.368,Role 1,5.0,1.0
209269,W_Nabellen offertes,11309.0,2012-02-21 21:06:30.048,2012-02-21 21:03:39.094,Role 1,5.0,1.0
209269,W_Nabellen offertes,10861.0,2012-02-29 15:29:29.789,2012-02-29 15:29:03.021,Role 1,5.0,1.0
209269,W_Nabellen offertes,11122.0,2012-03-01 17:29:23.314,2012-03-01 17:28:25.878,Role 1,5.0,1.0
209275,W_Afhandelen leads,10982.0,2012-02-14 14:21:36.499,2012-02-14 14:20:55.988,Role 1,1.0,1.0
209278,W_Completeren aanvraag,10982.0,2012-02-14 17:27:33.399,2012-02-14 17:02:11.061,Role 1,3.0,1.0
209278,W_Completeren aanvraag,10861.0,2012-02-14 17:30:46.748,2012-02-14 17:27:53.839,Role 1,3.0,1.0
209278,W_Nabellen offertes,10861.0,2012-02-14 17:33:36.495,2012-02-14 17:32:27.871,Role 1,5.0,1.0
209278,W_Nabellen offertes,11049.0,2012-02-21 10:39:41.231,2012-02-21 10:38:44.799,Role 1,5.0,1.0
209278,W_Valideren aanvraag,10609.0,2012-02-21 13:27:38.179,2012-02-21 13:20:37.420,Role 2,6.0,2.0
209278,W_Valideren aanvraag,10609.0,2012-02-21 13:51:30.816,2012-02-21 13:27:44.527,Role 2,6.0,2.0
209278,W_Nabellen incomplete dossiers,11121.0,2012-02-22 12:03:30.618,2012-02-22 11:31:48.018,Role 1,4.0,1.0
209278,W_Nabellen incomplete dossiers,11121.0,2012-02-22 12:06:24.723,2012-02-22 12:04:07.253,Role 1,4.0,1.0
209278,W_Nabellen incomplete dossiers,10863.0,2012-02-22 12:59:08.910,2012-02-22 12:54:05.375,Role 1,4.0,1.0
209278,W_Nabellen incomplete dossiers,11203.0,2012-02-22 18:51:59.112,2012-02-22 18:48:37.607,Role 1,4.0,1.0
209278,W_Nabellen incomplete dossiers,11203.0,2012-02-22 20:33:26.071,2012-02-22 20:33:07.724,Role 1,4.0,1.0
209278,W_Nabellen incomplete dossiers,11049.0,2012-02-23 10:35:56.789,2012-02-23 10:35:02.908,Role 1,4.0,1.0
209278,W_Valideren aanvraag,10609.0,2012-02-23 12:38:42.035,2012-02-23 12:17:15.286,Role 2,6.0,2.0
209278,W_Nabellen incomplete dossiers,11169.0,2012-02-23 13:11:23.676,2012-02-23 12:42:47.066,Role 1,4.0,1.0
209278,W_Nabellen incomplete dossiers,10913.0,2012-02-24 11:16:37.871,2012-02-24 11:15:53.961,Role 1,4.0,1.0
209278,W_Nabellen incomplete dossiers,11259.0,2012-03-01 14:52:12.142,2012-03-01 14:51:52.170,Role 1,4.0,1.0
209278,W_Nabellen incomplete dossiers,10809.0,2012-03-02 14:17:34.981,2012-03-02 14:02:04.641,Role 2,4.0,2.0
209278,W_Nabellen incomplete dossiers,10913.0,2012-03-03 11:06:43.008,2012-03-03 11:05:55.578,Role 1,4.0,1.0
209278,W_Nabellen incomplete dossiers,10972.0,2012-03-08 15:55:57.598,2012-03-08 15:55:12.440,Role 2,4.0,2.0
209278,W_Nabellen incomplete dossiers,11122.0,2012-03-09 21:52:54.026,2012-03-09 21:52:39.628,Role 1,4.0,1.0
209278,W_Nabellen incomplete dossiers,11002.0,2012-03-09 22:00:13.425,2012-03-09 21:59:11.451,Role 1,4.0,1.0
209278,W_Nabellen incomplete dossiers,10909.0,2012-03-10 11:44:42.333,2012-03-10 11:42:11.768,Role 1,4.0,1.0
209278,W_Nabellen incomplete dossiers,10933.0,2012-03-12 19:15:41.443,2012-03-12 19:08:45.884,Role 1,4.0,1.0
209281,W_Afhandelen leads,10982.0,2012-02-14 14:22:39.671,2012-02-14 14:21:39.333,Role 1,1.0,1.0
209284,W_Completeren aanvraag,11180.0,2012-02-14 20:15:36.390,2012-02-14 20:00:31.257,Role 1,3.0,1.0
209284,W_Nabellen offertes,11180.0,2012-02-14 20:21:19.373,2012-02-14 20:15:52.575,Role 1,5.0,1.0
209284,W_Nabellen offertes,10609.0,2012-02-20 11:16:14.767,2012-02-20 11:15:59.241,Role 2,5.0,2.0
209284,W_Valideren aanvraag,10972.0,2012-02-21 12:13:22.078,2012-02-21 11:52:33.138,Role 2,6.0,2.0
209284,W_Valideren aanvraag,10972.0,2012-02-21 12:50:38.775,2012-02-21 12:46:18.662,Role 2,6.0,2.0
209287,W_Completeren aanvraag,10913.0,2012-02-14 14:32:12.573,2012-02-14 14:22:35.401,Role 1,3.0,1.0
209287,W_Completeren aanvraag,10913.0,2012-02-14 14:36:22.268,2012-02-14 14:32:28.303,Role 1,3.0,1.0
209287,W_Nabellen offertes,10609.0,2012-02-20 10:42:47.213,2012-02-20 10:42:21.014,Role 2,5.0,2.0
209287,W_Valideren aanvraag,10609.0,2012-02-21 09:17:11.914,2012-02-21 08:34:18.820,Role 2,6.0,2.0
209296,W_Completeren aanvraag,11201.0,2012-02-14 20:21:49.165,2012-02-14 20:16:10.353,Role 1,3.0,1.0
209299,W_Afhandelen leads,10982.0,2012-02-14 15:03:45.586,2012-02-14 15:02:01.075,Role 1,1.0,1.0
209302,W_Afhandelen leads,11009.0,2012-02-14 15:00:48.988,2012-02-14 15:00:31.966,Role 1,1.0,1.0
209302,W_Completeren aanvraag,11009.0,2012-02-14 15:04:22.444,2012-02-14 15:01:11.538,Role 1,3.0,1.0
209302,W_Completeren aanvraag,11009.0,2012-02-14 15:25:52.525,2012-02-14 15:04:29.120,Role 1,3.0,1.0
209302,W_Completeren aanvraag,11009.0,2012-02-14 15:29:13.029,2012-02-14 15:26:04.604,Role 1,3.0,1.0
209302,W_Completeren aanvraag,11009.0,2012-02-14 15:30:12.949,2012-02-14 15:29:28.225,Role 1,3.0,1.0
209302,W_Nabellen offertes,10899.0,2012-02-21 11:55:54.734,2012-02-21 11:46:48.264,Role 1,5.0,1.0
209302,W_Valideren aanvraag,10629.0,2012-02-23 15:25:41.736,2012-02-23 15:07:04.380,Role 2,6.0,2.0
209308,W_Afhandelen leads,11009.0,2012-02-14 16:31:40.828,2012-02-14 16:27:08.068,Role 1,1.0,1.0
209308,W_Completeren aanvraag,11201.0,2012-02-14 20:47:40.134,2012-02-14 20:45:57.436,Role 1,3.0,1.0
209308,W_Completeren aanvraag,11319.0,2012-02-15 15:45:49.885,2012-02-15 15:41:50.598,Role 1,3.0,1.0
209308,W_Completeren aanvraag,11119.0,2012-02-15 20:26:19.047,2012-02-15 20:26:12.131,Role 1,3.0,1.0
209308,W_Completeren aanvraag,11003.0,2012-02-16 17:17:32.449,2012-02-16 17:15:51.712,Role 1,3.0,1.0
209308,W_Completeren aanvraag,11019.0,2012-02-17 21:32:48.448,2012-02-17 21:29:42.838,Role 1,3.0,1.0
209308,W_Completeren aanvraag,10912.0,2012-02-18 15:33:25.905,2012-02-18 14:30:10.462,Role 1,3.0,1.0
209308,W_Nabellen offertes,10982.0,2012-02-25 16:23:05.594,2012-02-25 16:19:21.688,Role 1,5.0,1.0
209308,W_Nabellen offertes,10982.0,2012-02-25 16:23:18.329,2012-02-25 16:23:16.449,Role 1,5.0,1.0
209308,W_Nabellen offertes,10982.0,2012-02-25 16:24:02.779,2012-02-25 16:23:33.043,Role 1,5.0,1.0
209308,W_Nabellen offertes,11119.0,2012-03-03 16:13:03.408,2012-03-03 16:10:46.062,Role 1,5.0,1.0
209308,W_Nabellen offertes,11049.0,2012-03-06 12:02:42.132,2012-03-06 12:01:53.332,Role 1,5.0,1.0
209308,W_Valideren aanvraag,11289.0,2012-03-09 16:41:47.199,2012-03-09 15:51:48.150,Role 2,6.0,2.0
209308,W_Nabellen incomplete dossiers,11302.0,2012-03-09 19:06:15.482,2012-03-09 19:06:14.086,Role 1,4.0,1.0
209308,W_Nabellen incomplete dossiers,11002.0,2012-03-09 21:46:36.168,2012-03-09 21:46:34.427,Role 1,4.0,1.0
209308,W_Nabellen incomplete dossiers,11122.0,2012-03-09 21:52:33.861,2012-03-09 21:52:32.071,Role 1,4.0,1.0
209308,W_Nabellen incomplete dossiers,11002.0,2012-03-09 21:59:06.179,2012-03-09 21:59:04.911,Role 1,4.0,1.0
209308,W_Nabellen incomplete dossiers,10909.0,2012-03-10 12:30:55.198,2012-03-10 12:30:39.869,Role 1,4.0,1.0
209308,W_Nabellen incomplete dossiers,10909.0,2012-03-10 14:12:53.940,2012-03-10 13:40:13.790,Role 1,4.0,1.0
209308,W_Nabellen incomplete dossiers,10933.0,2012-03-12 18:49:14.186,2012-03-12 18:35:37.908,Role 1,4.0,1.0
209308,W_Nabellen incomplete dossiers,11180.0,2012-03-13 12:29:26.565,2012-03-13 12:09:17.560,Role 1,4.0,1.0
209308,W_Nabellen incomplete dossiers,11180.0,2012-03-13 12:34:05.983,2012-03-13 12:30:04.123,Role 1,4.0,1.0
209311,W_Afhandelen leads,10982.0,2012-02-14 16:36:52.765,2012-02-14 16:35:47.050,Role 1,1.0,1.0
209311,W_Completeren aanvraag,10889.0,2012-02-14 17:20:06.262,2012-02-14 17:16:24.667,Role 1,3.0,1.0
209311,W_Completeren aanvraag,11201.0,2012-02-14 21:05:21.480,2012-02-14 20:50:39.458,Role 1,3.0,1.0
209311,W_Nabellen offertes,11201.0,2012-02-14 21:07:57.020,2012-02-14 21:05:34.998,Role 1,5.0,1.0
209311,W_Nabellen offertes,11309.0,2012-02-21 21:42:30.064,2012-02-21 21:38:35.382,Role 1,5.0,1.0
209311,W_Nabellen offertes,11203.0,2012-02-23 13:46:15.653,2012-02-23 13:34:58.064,Role 1,5.0,1.0
209311,W_Nabellen offertes,11319.0,2012-03-05 11:36:31.700,2012-03-05 11:30:32.070,Role 1,5.0,1.0
209311,W_Nabellen offertes,10932.0,2012-03-09 17:34:52.773,2012-03-09 17:26:06.412,Role 1,5.0,1.0
209314,W_Afhandelen leads,10982.0,2012-02-14 16:38:46.103,2012-02-14 16:36:56.084,Role 1,1.0,1.0
209323,W_Afhandelen leads,11180.0,2012-02-14 15:46:06.956,2012-02-14 15:44:51.392,Role 1,1.0,1.0
209323,W_Completeren aanvraag,11180.0,2012-02-14 16:03:58.703,2012-02-14 15:46:14.980,Role 1,3.0,1.0
209323,W_Nabellen offertes,11180.0,2012-02-14 16:05:53.502,2012-02-14 16:04:33.382,Role 1,5.0,1.0
209323,W_Nabellen offertes,11309.0,2012-02-21 20:05:10.133,2012-02-21 20:00:49.829,Role 1,5.0,1.0
209323,W_Nabellen offertes,10899.0,2012-02-28 13:14:14.390,2012-02-28 13:13:56.005,Role 1,5.0,1.0
209323,W_Valideren aanvraag,10138.0,2012-02-29 16:13:32.423,2012-02-29 15:37:11.563,Role 2,6.0,2.0
209323,W_Nabellen incomplete dossiers,11119.0,2012-02-29 19:14:48.979,2012-02-29 19:04:06.822,Role 1,4.0,1.0
209323,W_Nabellen incomplete dossiers,11259.0,2012-03-01 15:21:19.578,2012-03-01 15:21:02.244,Role 1,4.0,1.0
209323,W_Nabellen incomplete dossiers,10809.0,2012-03-06 10:23:32.214,2012-03-06 10:23:10.623,Role 2,4.0,2.0
209323,W_Nabellen incomplete dossiers,10899.0,2012-03-06 18:30:39.544,2012-03-06 18:27:43.192,Role 1,4.0,1.0
209323,W_Valideren aanvraag,10138.0,2012-03-07 09:50:58.621,2012-03-07 09:47:36.457,Role 2,6.0,2.0
209326,W_Completeren aanvraag,11201.0,2012-02-14 20:26:46.020,2012-02-14 20:23:51.907,Role 1,3.0,1.0
209326,W_Completeren aanvraag,11180.0,2012-02-14 20:42:28.423,2012-02-14 20:39:45.136,Role 1,3.0,1.0
209326,W_Completeren aanvraag,10932.0,2012-02-15 12:16:50.117,2012-02-15 12:10:52.370,Role 1,3.0,1.0
209335,W_Afhandelen leads,10982.0,2012-02-14 16:40:30.805,2012-02-14 16:38:53.369,Role 1,1.0,1.0
209338,W_Afhandelen leads,11009.0,2012-02-14 16:41:52.095,2012-02-14 16:40:34.353,Role 1,1.0,1.0
209338,W_Completeren aanvraag,10889.0,2012-02-14 17:20:06.260,2012-02-14 17:15:13.885,Role 1,3.0,1.0
209338,W_Completeren aanvraag,10228.0,2012-02-14 17:24:15.035,2012-02-14 17:20:18.216,Role 1,3.0,1.0
209338,W_Completeren aanvraag,11319.0,2012-02-15 15:22:10.511,2012-02-15 15:21:47.527,Role 1,3.0,1.0
209338,W_Completeren aanvraag,11319.0,2012-02-15 16:53:46.695,2012-02-15 16:53:40.748,Role 1,3.0,1.0
209338,W_Completeren aanvraag,11319.0,2012-02-15 17:05:57.878,2012-02-15 16:53:50.840,Role 1,3.0,1.0
209338,W_Nabellen offertes,11319.0,2012-02-15 17:08:39.758,2012-02-15 17:06:08.901,Role 1,5.0,1.0
209338,W_Nabellen offertes,11319.0,2012-02-15 17:09:39.604,2012-02-15 17:09:14.042,Role 1,5.0,1.0
209338,W_Nabellen offertes,11122.0,2012-02-22 14:59:09.154,2012-02-22 14:56:24.318,Role 1,5.0,1.0
209338,W_Nabellen offertes,11122.0,2012-02-23 21:43:39.999,2012-02-23 21:40:50.507,Role 1,5.0,1.0
209341,W_Completeren aanvraag,11201.0,2012-02-14 20:45:45.626,2012-02-14 20:29:51.618,Role 1,3.0,1.0
209341,W_Completeren aanvraag,11203.0,2012-02-15 12:35:46.051,2012-02-15 12:23:34.230,Role 1,3.0,1.0
209341,W_Completeren aanvraag,11121.0,2012-02-17 12:18:56.354,2012-02-17 12:18:26.834,Role 1,3.0,1.0
209341,W_Completeren aanvraag,10931.0,2012-02-17 13:45:17.990,2012-02-17 13:35:17.462,Role 1,3.0,1.0
209341,W_Nabellen offertes,11181.0,2012-02-24 12:20:24.405,2012-02-24 12:17:48.207,Role 1,5.0,1.0
209341,W_Nabellen offertes,11122.0,2012-02-24 18:20:46.599,2012-02-24 18:17:53.848,Role 1,5.0,1.0
209341,W_Nabellen offertes,11119.0,2012-02-24 19:54:46.976,2012-02-24 19:54:30.402,Role 1,5.0,1.0
209341,W_Nabellen offertes,11259.0,2012-02-29 12:55:56.767,2012-02-29 12:55:23.013,Role 1,5.0,1.0
209341,W_Valideren aanvraag,11289.0,2012-03-02 11:26:43.068,2012-03-02 11:24:26.367,Role 2,6.0,2.0
209341,W_Valideren aanvraag,11289.0,2012-03-02 12:02:03.277,2012-03-02 11:35:22.939,Role 2,6.0,2.0
209344,W_Afhandelen leads,11009.0,2012-02-14 16:39:43.016,2012-02-14 16:31:46.985,Role 1,1.0,1.0
209344,W_Completeren aanvraag,11009.0,2012-02-14 16:40:26.252,2012-02-14 16:39:55.635,Role 1,3.0,1.0
209350,W_Afhandelen leads,10982.0,2012-02-14 16:41:54.589,2012-02-14 16:40:57.928,Role 1,1.0,1.0
209353,W_Afhandelen leads,10982.0,2012-02-14 16:42:27.965,2012-02-14 16:41:58.218,Role 1,1.0,1.0
209362,W_Afhandelen leads,11009.0,2012-02-14 17:38:44.276,2012-02-14 17:37:16.286,Role 1,1.0,1.0
209365,W_Afhandelen leads,11009.0,2012-02-14 17:44:01.456,2012-02-14 17:38:50.526,Role 1,1.0,1.0
209371,W_Completeren aanvraag,11201.0,2012-02-14 21:17:00.184,2012-02-14 21:08:21.519,Role 1,3.0,1.0
209371,W_Nabellen offertes,11309.0,2012-02-21 21:47:06.891,2012-02-21 21:42:39.672,Role 1,5.0,1.0
209374,W_Completeren aanvraag,10228.0,2012-02-14 17:37:54.371,2012-02-14 17:24:43.305,Role 1,3.0,1.0
209374,W_Nabellen offertes,10228.0,2012-02-14 17:53:30.849,2012-02-14 17:38:14.597,Role 1,5.0,1.0
209374,W_Nabellen offertes,11000.0,2012-02-14 17:54:58.192,2012-02-14 17:53:34.200,Role 1,5.0,1.0
209374,W_Nabellen offertes,11309.0,2012-02-21 20:40:52.354,2012-02-21 20:38:21.842,Role 1,5.0,1.0
209374,W_Nabellen offertes,11259.0,2012-02-23 11:27:21.353,2012-02-23 11:27:09.672,Role 1,5.0,1.0
209374,W_Valideren aanvraag,10138.0,2012-02-24 17:04:45.206,2012-02-24 16:54:38.120,Role 2,6.0,2.0
209377,W_Afhandelen leads,11009.0,2012-02-14 17:46:20.261,2012-02-14 17:44:42.698,Role 1,1.0,1.0
209377,W_Completeren aanvraag,11003.0,2012-02-14 21:23:42.125,2012-02-14 21:19:38.215,Role 1,3.0,1.0
209377,W_Completeren aanvraag,11019.0,2012-02-15 16:58:37.194,2012-02-15 16:57:28.990,Role 1,3.0,1.0
209377,W_Completeren aanvraag,11003.0,2012-02-16 16:07:52.796,2012-02-16 15:56:31.970,Role 1,3.0,1.0
209377,W_Nabellen offertes,11003.0,2012-02-16 16:08:57.623,2012-02-16 16:08:06.616,Role 1,5.0,1.0
209377,W_Nabellen offertes,10935.0,2012-02-20 11:52:19.745,2012-02-20 11:50:56.332,Role 4,5.0,4.0
209377,W_Nabellen offertes,11121.0,2012-02-29 10:25:20.183,2012-02-29 10:22:15.333,Role 1,5.0,1.0
209377,W_Nabellen offertes,11121.0,2012-02-29 10:45:32.395,2012-02-29 10:45:22.940,Role 1,5.0,1.0
209377,W_Nabellen offertes,10909.0,2012-03-03 15:27:31.435,2012-03-03 15:26:16.563,Role 1,5.0,1.0
209377,W_Nabellen offertes,11300.0,2012-03-09 15:38:50.669,2012-03-09 15:35:06.116,Role 1,5.0,1.0
209380,W_Completeren aanvraag,11180.0,2012-02-14 17:42:37.755,2012-02-14 17:34:15.593,Role 1,3.0,1.0
209380,W_Nabellen offertes,11180.0,2012-02-14 17:44:08.976,2012-02-14 17:43:00.600,Role 1,5.0,1.0
